Shipping Code,Category 1,Category 2,City,Library ID,Zip Code,Territory,Shipping Date,State,Shipping Rating,CO2 Emissions,Energy Usage,Damaged Items,Container Volume,Shipping Cost,Units
2062,Stationary,Folders,Los Angeles,LL_106439,90049,West,4/11/2019,California,Very Friendly,1,286,3,81,56,11
2063,Stationary,Paper,Los Angeles,LL_106439,90049,West,4/11/2019,California,Very Friendly,1,475,4,81,86,5
2064,Stationary,Folders,Los Angeles,LL_106439,90049,West,4/11/2019,California,Very Friendly,1,220,4,81,59,17
2065,Stationary,Containers,Los Angeles,LL_106439,90049,West,4/11/2019,California,Friendly,1,80,4,82,73,5
2066,Shelves and Couches,Desk Chairs,Los Angeles,LL_106439,90049,West,4/11/2019,California,Friendly,1,5,2,69,51,4
2067,Computers and Scanners,Scanners,Los Angeles,LL_106439,90049,West,4/11/2019,California,Friendly,1,5,2,73,57,10
2068,Stationary,Paper,Los Angeles,LL_106439,90049,West,4/11/2019,California,Very Friendly,1,5,2,75,80,5
2069,Computers and Scanners,Scanners,Pomona,LL_133452,91767,West,19/04/2020,California,Very Friendly,1,5,3,80,49,5
2070,Shelves and Couches,Counters,Pomona,LL_133452,91767,West,19/04/2020,California,Very Friendly,1,818,4,82,59,5
2071,Stationary,Folders,Philadelphia,LL_146521,19134,East,23/07/2021,Pennsylvania,Very Friendly,1,877,4,82,63,10
2072,Shelves and Couches,Desk Chairs,Ontario,LL_110996,91761,West,25/11/2022,California,Moderate,1,5,3,71,73,143
2073,Stationary,Folders,Seattle,LL_129693,98105,West,2/12/2021,Washington,Friendly,1,5,2,77,56,3
2074,Computers and Scanners,Scanners,Brentwood,LL_122504,94513,West,12/11/2022,California,Very Friendly,1,706,3,83,49,66
2075,Computers and Scanners,Telephones and Intercomms,Brentwood,LL_122504,94513,West,12/11/2022,California,Very Friendly,1,381,4,82,63,64
2077,Stationary,Paper,Baltimore,LL_140676,21215,East,15/09/2022,Maryland,Very Friendly,1,21,4,83,54,5
2078,Stationary,Pens,Baltimore,LL_140676,21215,East,15/09/2022,Maryland,Very Friendly,1,350,3,81,54,5
2079,Stationary,Paper,Baltimore,LL_140676,21215,East,15/09/2022,Maryland,Friendly,1,701,2,75,46,74
2080,Stationary,Paper,Phoenix,LL_120103,85023,West,29/12/2020,Arizona,Friendly,1,5,0,71,0,2
2081,Computers and Scanners,Telephones and Intercomms,Phoenix,LL_120103,85023,West,29/12/2020,Arizona,Moderate,2,23,0,77,13,4
2082,Shelves and Couches,Desks and Tables,Phoenix,LL_120103,85023,West,29/12/2020,Arizona,Very Friendly,5,638,1,78,44,5
2083,Stationary,Paper,Los Angeles,LL_104647,90008,West,1/03/2022,California,Very Friendly,12,231,2,76,55,4
2084,Stationary,Barcode Labels,Houston,LL_110352,77036,Central,29/11/2019,Texas,Low,47,442,0,72,6,70
2085,Stationary,Barcode Labels,New York City,LL_140501,10009,East,28/06/2021,New York,Very Friendly,2,332,1,76,44,5
2086,Stationary,Barcode Labels,New York City,LL_140501,10009,East,28/06/2021,New York,Moderate,7,399,1,74,30,2
2087,Stationary,Containers,New York City,LL_140501,10009,East,28/06/2021,New York,Very Friendly,6,478,1,80,59,7
2088,Stationary,Paper,New York City,LL_140501,10009,East,28/06/2021,New York,Very Friendly,3,772,0,75,27,3
2089,Stationary,Staples,New York City,LL_140501,10009,East,28/06/2021,New York,Very Friendly,40,540,1,74,28,25
2090,Stationary,Barcode Labels,Rancho Cucamonga,LL_139290,91730,West,30/10/2020,California,Low,5,792,0,75,8,18
2091,Stationary,Folders,Wilmington,LL_166142,19805,East,19/07/2022,Delaware,Moderate,2,677,1,73,30,5
2092,Shelves and Couches,Counters,Wilmington,LL_166142,19805,East,19/07/2022,Delaware,Low,11,866,0,70,3,27
2093,Shelves and Couches,Desk Chairs,Moorhead,LL_145926,56560,Central,21/11/2019,Minnesota,Terrible,2,589,0,62,6,20
2094,Stationary,Additional Supplies,Farmington,LL_149678,87401,West,15/04/2020,New Mexico,Moderate,1,774,1,78,14,4
2095,Stationary,Paper,Wilmington,LL_164357,28403,South,29/11/2020,North Carolina,Very Friendly,6,606,1,78,48,5
2096,Stationary,Folders,Jackson,LL_146570,39212,South,20/05/2021,Mississippi,Very Friendly,12,911,2,76,56,5
2097,Stationary,Paper,Jackson,LL_146570,39212,South,20/05/2021,Mississippi,Low,51,242,0,72,11,71
2098,Stationary,Paper,Jackson,LL_146570,39212,South,20/05/2021,Mississippi,Very Friendly,2,93,1,76,48,5
2099,Stationary,Containers,Portland,LL_124401,97206,West,12/09/2022,Oregon,Moderate,7,780,1,74,25,2
2100,Computers and Scanners,Scanners,Portland,LL_124401,97206,West,12/09/2022,Oregon,Very Friendly,7,380,1,86,62,7
2101,Stationary,Containers,Denver,LL_140116,80219,West,17/03/2019,Colorado,Very Friendly,4,183,0,75,36,3
2102,Stationary,Paper,Denver,LL_140116,80219,West,17/03/2019,Colorado,Very Friendly,43,214,1,74,39,25
2103,Shelves and Couches,Desk Chairs,Tucson,LL_123295,85705,West,18/07/2019,Arizona,Low,5,630,0,75,13,19
2104,Stationary,Paper,New York City,LL_167101,10009,East,28/03/2022,New York,Moderate,2,853,1,73,40,6
2105,Computers and Scanners,Scanners,New York City,LL_167101,10009,East,28/03/2022,New York,Low,10,503,0,69,17,28
2106,Stationary,Paper,Boynton Beach,LL_167633,33437,South,5/10/2019,Florida,Terrible,2,54,0,62,7,21
2107,Stationary,Folders,Mesquite,LL_152723,75150,Central,26/09/2019,Texas,Moderate,1,206,1,78,15,4
2108,Stationary,Paper,Redlands,LL_164882,92374,West,31/10/2020,California,Very Friendly,7,790,2,78,55,5
2109,Stationary,Folders,Redlands,LL_164882,92374,West,31/10/2020,California,Very Friendly,14,975,3,76,67,6
2110,Stationary,Paper,Redlands,LL_164882,92374,West,31/10/2020,California,Very Friendly,2,962,1,76,54,5
2111,Stationary,Staples,Redlands,LL_164882,92374,West,31/10/2020,California,Low,54,620,0,72,21,72
2112,Shelves and Couches,Desk Chairs,Redlands,LL_164882,92374,West,31/10/2020,California,Moderate,8,389,2,74,28,3
2113,Stationary,Additional Supplies,Redlands,LL_164882,92374,West,31/10/2020,California,Very Friendly,7,700,2,85,65,7
2114,Computers and Scanners,Telephones and Intercomms,Redlands,LL_164882,92374,West,31/10/2020,California,Very Friendly,39,109,1,75,55,26
2115,Stationary,Containers,Redlands,LL_164882,92374,West,31/10/2020,California,Very Friendly,4,583,1,75,49,3
2116,Shelves and Couches,Book Shelf,Redlands,LL_164882,92374,West,31/10/2020,California,Low,6,803,1,75,16,20
2117,Shelves and Couches,Counters,Rochester,LL_159786,14609,East,17/10/2020,New York,Moderate,2,209,1,73,42,6
2118,Stationary,Paper,Stockton,LL_130267,95207,West,23/09/2021,California,Terrible,2,14,0,62,11,21
2119,Stationary,Paper,Seattle,LL_155460,98105,West,15/04/2022,Washington,Low,6,696,0,69,25,29
2120,Stationary,Folders,Seattle,LL_155460,98105,West,15/04/2022,Washington,Moderate,2,426,1,79,17,4
2121,Stationary,Folders,Ormond Beach,LL_168690,32174,South,13/01/2022,Florida,Very Friendly,7,642,2,78,53,5
2122,Shelves and Couches,Desk Chairs,Sunnyvale,LL_158246,94086,West,11/11/2022,California,Very Friendly,16,347,3,76,69,7
2123,Shelves and Couches,Book Shelf,Lansing,LL_167381,48911,Central,24/09/2022,Michigan,Very Friendly,2,771,2,76,65,5
2124,Stationary,Barcode Labels,Lansing,LL_167381,48911,Central,24/09/2022,Michigan,Low,57,312,0,73,30,73
2125,Stationary,Envelopes,Philadelphia,LL_144862,19143,East,5/12/2022,Pennsylvania,Moderate,8,843,2,74,28,3
2126,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_144862,19143,East,5/12/2022,Pennsylvania,Very Friendly,42,76,2,75,69,26
2127,Computers and Scanners,Scanners,Philadelphia,LL_126032,19143,East,28/06/2019,Pennsylvania,Very Friendly,4,679,1,76,62,3
2128,Shelves and Couches,Desks and Tables,Philadelphia,LL_134859,19134,East,9/10/2020,Pennsylvania,Very Friendly,7,868,3,81,63,7
2129,Stationary,Paper,Philadelphia,LL_134859,19134,East,9/10/2020,Pennsylvania,Low,7,52,1,75,18,20
2130,Stationary,Pens,Dover,LL_114188,3820,East,22/05/2019,New Hampshire,Moderate,2,69,1,74,45,6
2131,Stationary,Paper,Dover,LL_114188,3820,East,22/05/2019,New Hampshire,Terrible,2,208,0,62,15,22
2132,Shelves and Couches,Desks and Tables,Dover,LL_114188,3820,East,22/05/2019,New Hampshire,Low,9,806,0,69,30,29
2133,Stationary,Paper,New York City,LL_156524,10011,East,26/11/2020,New York,Very Friendly,7,942,2,78,63,2
2134,Stationary,Folders,Philadelphia,LL_122210,19134,East,4/12/2020,Pennsylvania,Moderate,2,652,1,79,28,4
2135,Stationary,Staples,Philadelphia,LL_122210,19134,East,4/12/2020,Pennsylvania,Very Friendly,16,672,3,76,69,8
2136,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_122210,19134,East,4/12/2020,Pennsylvania,Very Friendly,2,340,2,76,59,5
2137,Shelves and Couches,Desks and Tables,Grand Prairie,LL_156377,75051,Central,5/01/2021,Texas,Low,58,423,0,73,36,74
2138,Stationary,Folders,Grand Prairie,LL_156377,75051,Central,5/01/2021,Texas,Moderate,8,815,2,74,46,3
2139,Stationary,Paper,New York City,LL_157896,10009,East,16/11/2022,New York,Very Friendly,43,675,2,75,84,27
2140,Stationary,Folders,Long Beach,LL_159520,11561,East,11/06/2019,New York,Very Friendly,4,279,1,76,75,3
2141,Stationary,Additional Supplies,Long Beach,LL_159520,11561,East,11/06/2019,New York,Very Friendly,7,463,3,82,62,8
2142,Shelves and Couches,Counters,Long Beach,LL_159520,11561,East,11/06/2019,New York,Low,6,233,1,75,24,21
2143,Stationary,Paper,Philadelphia,LL_155481,19140,East,5/09/2021,Pennsylvania,Moderate,2,458,1,74,49,6
2144,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_155481,19140,East,5/09/2021,Pennsylvania,Terrible,2,764,0,63,19,22
2145,Stationary,Staples,Philadelphia,LL_155481,19140,East,5/09/2021,Pennsylvania,Low,11,846,0,69,34,30
2147,Stationary,Folders,York,LL_152051,17403,East,29/06/2021,Pennsylvania,Moderate,2,382,2,79,33,4
2148,Stationary,Containers,York,LL_152051,17403,East,29/06/2021,Pennsylvania,Very Friendly,2,472,2,77,63,5
2149,Shelves and Couches,Desks and Tables,Concord,LL_141607,94521,West,17/12/2019,California,Very Friendly,17,99,3,77,65,8
2150,Computers and Scanners,Telephones and Intercomms,New York City,LL_102771,10035,East,5/04/2022,New York,Low,57,678,1,73,37,75
2151,Shelves and Couches,Desk Chairs,College Station,LL_139969,77840,Central,26/11/2022,Texas,Moderate,9,586,3,74,67,3
2152,Computers and Scanners,Scanners,Saint Louis,LL_167360,63116,Central,29/11/2019,Missouri,Very Friendly,46,4,2,75,95,27
2153,Stationary,Paper,Quincy,LL_123505,2169,East,26/11/2020,Massachusetts,Very Friendly,6,158,2,76,82,3
2154,Stationary,Folders,New York City,LL_117282,10009,East,18/07/2021,New York,Very Friendly,7,195,3,82,62,8
2155,Shelves and Couches,Desks and Tables,Dallas,LL_120460,75081,Central,5/05/2021,Texas,Low,6,649,1,75,27,22
2156,Stationary,Staples,Los Angeles,LL_111115,90032,West,27/07/2021,California,Moderate,2,105,1,74,52,6
2157,Stationary,Containers,Minneapolis,LL_124646,55407,Central,24/06/2019,Minnesota,Terrible,2,360,1,63,25,23
2158,Stationary,Containers,Minneapolis,LL_124646,55407,Central,24/06/2019,Minnesota,Low,11,845,0,69,38,31
2160,Stationary,Folders,Chicago,LL_159737,60610,Central,9/09/2021,Illinois,Moderate,1,349,2,80,39,4
2161,Shelves and Couches,Desks and Tables,Cincinnati,LL_141019,45231,East,14/05/2021,Ohio,Very Friendly,1,506,3,77,66,5
2162,Stationary,Paper,Oakland,LL_101938,94601,West,12/01/2021,California,Very Friendly,1,108,3,77,66,9
2163,Stationary,Paper,Manteca,LL_166296,95336,West,19/03/2022,California,Low,1,145,1,74,37,75
2164,Computers and Scanners,Scanners,Laredo,LL_154018,78041,Central,19/10/2021,Texas,Very Friendly,1,70,2,76,97,28
2165,Stationary,Paper,Laredo,LL_154018,78041,Central,19/10/2021,Texas,Moderate,1,523,3,74,79,3
2166,Shelves and Couches,Desks and Tables,Laredo,LL_154018,78041,Central,19/10/2021,Texas,Very Friendly,1,254,3,82,61,8
2167,Stationary,Paper,Laredo,LL_154018,78041,Central,19/10/2021,Texas,Very Friendly,1,276,2,77,80,3
2168,Stationary,Folders,Laredo,LL_154018,78041,Central,19/10/2021,Texas,Low,1,986,1,75,30,22
2169,Stationary,Paper,Kent,LL_117870,44240,East,30/01/2022,Ohio,Moderate,1,64,2,74,56,6
2170,Computers and Scanners,Scanners,Kent,LL_117870,44240,East,30/01/2022,Ohio,Terrible,1,260,1,63,25,23
2171,Computers and Scanners,Telephones and Intercomms,Kent,LL_117870,44240,East,30/01/2022,Ohio,Low,1,220,0,69,40,32
2173,Stationary,Folders,San Francisco,LL_152296,94122,West,3/08/2019,California,Moderate,1,5,3,80,41,4
2174,Stationary,Folders,Houston,LL_112025,77070,Central,4/08/2021,Texas,Very Friendly,1,5,4,77,75,9
2175,Stationary,Containers,Houston,LL_132507,77041,Central,3/08/2020,Texas,Very Friendly,1,5,4,77,81,5
2176,Stationary,Paper,Salt Lake City,LL_125738,84106,West,21/10/2021,Utah,Low,1,5,1,74,38,76
2177,Stationary,Paper,Salt Lake City,LL_125738,84106,West,21/10/2021,Utah,Very Friendly,1,5,2,76,94,28
2178,Stationary,Folders,Salt Lake City,LL_125738,84106,West,21/10/2021,Utah,Moderate,1,5,3,74,79,3
2179,Stationary,Paper,Salt Lake City,LL_125738,84106,West,21/10/2021,Utah,Very Friendly,1,5,3,77,80,3
2180,Stationary,Folders,New York City,LL_128818,10009,East,11/05/2021,New York,Very Friendly,1,79,3,82,61,8
2181,Stationary,Barcode Labels,New York City,LL_128818,10009,East,11/05/2021,New York,Low,1,5,1,75,30,22
2182,Shelves and Couches,Desk Chairs,New York City,LL_128818,10009,East,11/05/2021,New York,Moderate,1,5,2,74,64,6
2183,Computers and Scanners,Fax Machines,New York City,LL_128818,10009,East,11/05/2021,New York,Terrible,1,5,1,63,29,24
2184,Computers and Scanners,Scanners,New York City,LL_128818,10009,East,11/05/2021,New York,Low,1,5,0,70,41,33
2185,Shelves and Couches,Desks and Tables,New York City,LL_128818,10009,East,11/05/2021,New York,Terrible,1,5,0,1,0,5
2186,Stationary,Folders,Salinas,LL_124576,93905,West,4/08/2022,California,Very Friendly,36,503,3,81,45,20
2187,Computers and Scanners,Scanners,Huntsville,LL_101378,35810,South,14/07/2021,Alabama,Very Friendly,3,846,3,80,43,4
2188,Stationary,Envelopes,Columbus,LL_143063,47201,Central,15/08/2022,Indiana,Terrible,1,5,1,76,30,5
2189,Shelves and Couches,Desks and Tables,Columbus,LL_143063,47201,Central,15/08/2022,Indiana,Terrible,1,5,1,75,24,5
2190,Computers and Scanners,Telephones and Intercomms,Columbus,LL_143063,47201,Central,15/08/2022,Indiana,Terrible,1,5,2,77,0,5
2191,Stationary,Pens,Los Angeles,LL_118913,90049,West,29/06/2021,California,Friendly,1,578,0,69,13,5
2192,Stationary,Folders,Seattle,LL_128412,98105,West,17/12/2021,Washington,Moderate,1,8,0,67,1,5
2193,Stationary,Pens,Seattle,LL_128412,98105,West,17/12/2021,Washington,Low,1,5,1,68,7,5
2194,Stationary,Paper,Seattle,LL_128412,98105,West,17/12/2021,Washington,Friendly,1,30,0,69,3,5
2195,Stationary,Pens,Seattle,LL_128412,98105,West,17/12/2021,Washington,Friendly,1,57,0,71,7,5
2196,Computers and Scanners,Scanners,Seattle,LL_128412,98105,West,17/12/2021,Washington,Friendly,1,57,0,72,15,5
2197,Stationary,Paper,Knoxville,LL_136483,37918,South,6/12/2021,Tennessee,Moderate,1,5,0,61,1,6
2198,Stationary,Paper,Montgomery,LL_163013,36116,South,4/12/2019,Alabama,Moderate,1,29,0,1,1,5
2199,Stationary,Paper,Philadelphia,LL_135363,19120,East,2/04/2020,Pennsylvania,Friendly,1,58,0,66,1,5
2200,Stationary,Paper,Philadelphia,LL_135363,19120,East,2/04/2020,Pennsylvania,Very Friendly,37,20,3,82,48,21
2201,Shelves and Couches,Desks and Tables,Little Rock,LL_165659,72209,South,6/06/2019,Arkansas,Very Friendly,3,965,3,80,46,4
2202,Computers and Scanners,Telephones and Intercomms,Little Rock,LL_165659,72209,South,6/06/2019,Arkansas,Terrible,1,5,1,75,30,5
2203,Stationary,Folders,Seattle,LL_138002,98103,West,12/09/2020,Washington,Terrible,1,5,1,77,34,5
2204,Shelves and Couches,Desks and Tables,Seattle,LL_138002,98103,West,12/09/2020,Washington,Terrible,1,5,2,77,0,5
2205,Shelves and Couches,Desks and Tables,Lancaster,LL_128860,17602,East,5/07/2020,Pennsylvania,Terrible,1,5,0,1,0,5
2206,Stationary,Paper,Bristol,LL_164350,37620,South,12/09/2021,Tennessee,Friendly,1,559,0,69,17,5
2207,Stationary,Folders,Aurora,LL_103905,60505,Central,20/07/2019,Illinois,Moderate,1,10,0,67,1,5
2208,Computers and Scanners,Telephones and Intercomms,Aurora,LL_103905,60505,Central,20/07/2019,Illinois,Low,1,5,1,68,9,5
2209,Stationary,Paper,New York City,LL_129854,10009,East,26/08/2020,New York,Friendly,1,31,0,70,4,5
2210,Computers and Scanners,Telephones and Intercomms,Fairfield,LL_125556,6824,East,16/11/2019,Connecticut,Friendly,1,57,0,72,13,5
2211,Stationary,Folders,Fairfield,LL_125556,6824,East,16/11/2019,Connecticut,Friendly,1,57,0,72,15,5
2212,Stationary,Pens,Lincoln Park,LL_162313,48146,Central,30/11/2021,Michigan,Moderate,1,5,0,61,1,6
2213,Shelves and Couches,Desks and Tables,New York City,LL_107874,10035,East,25/11/2022,New York,Friendly,1,59,0,66,1,5
2214,Stationary,Folders,San Jose,LL_129378,95123,West,2/10/2022,California,Moderate,1,30,0,1,0,5
2215,Stationary,Folders,San Jose,LL_129378,95123,West,2/10/2022,California,Terrible,1,5,0,1,0,5
2216,Stationary,Pens,San Jose,LL_129378,95123,West,2/10/2022,California,Very Friendly,38,655,3,82,50,21
2217,Shelves and Couches,Desk Chairs,San Jose,LL_129378,95123,West,2/10/2022,California,Very Friendly,3,123,3,80,50,4
2218,Stationary,Paper,Jacksonville,LL_151953,32216,South,25/09/2019,Florida,Terrible,1,5,2,76,38,5
2219,Stationary,Folders,San Francisco,LL_130841,94110,West,1/08/2022,California,Terrible,1,5,1,75,34,5
2220,Stationary,Containers,San Francisco,LL_130841,94110,West,1/08/2022,California,Terrible,1,5,2,78,0,5
2221,Computers and Scanners,Telephones and Intercomms,San Francisco,LL_130841,94110,West,1/08/2022,California,Friendly,1,524,0,69,32,5
2222,Computers and Scanners,Telephones and Intercomms,Marion,LL_131884,43302,East,6/12/2020,Ohio,Moderate,1,11,0,67,1,5
2223,Stationary,Paper,Marion,LL_131884,43302,East,6/12/2020,Ohio,Low,1,5,1,68,13,5
2224,Shelves and Couches,Desk Chairs,Marion,LL_131884,43302,East,6/12/2020,Ohio,Friendly,1,35,0,70,6,5
2225,Stationary,Paper,Philadelphia,LL_121909,19134,East,5/08/2022,Pennsylvania,Friendly,1,58,0,72,23,5
2226,Shelves and Couches,Book Shelf,Littleton,LL_106383,80122,West,21/03/2021,Colorado,Friendly,1,58,0,72,24,5
2227,Stationary,Staples,Austin,LL_130771,78745,Central,3/08/2022,Texas,Moderate,1,5,0,61,3,6
2228,Computers and Scanners,Telephones and Intercomms,Austin,LL_130771,78745,Central,3/08/2022,Texas,Friendly,1,64,0,67,1,5
2229,Shelves and Couches,Counters,New York City,LL_139157,10024,East,5/10/2021,New York,Moderate,1,32,0,1,0,5
2230,Stationary,Folders,San Francisco,LL_128055,94122,West,5/04/2019,California,Terrible,1,5,0,1,0,5
2231,Stationary,Pens,San Francisco,LL_128055,94122,West,5/04/2019,California,Moderate,1,5,0,1,0,5
2232,Shelves and Couches,Desks and Tables,La Porte,LL_157091,46350,Central,1/07/2022,Indiana,Very Friendly,39,519,3,82,51,21
2233,Stationary,Containers,Chicago,LL_132122,60610,Central,14/07/2022,Illinois,Very Friendly,3,412,3,80,54,4
2234,Computers and Scanners,Telephones and Intercomms,Portland,LL_123232,97206,West,16/12/2020,Oregon,Terrible,1,5,2,77,41,5
2235,Computers and Scanners,Scanners,Burlington,LL_104066,,East,10/12/2022,Vermont,Terrible,1,5,1,76,36,5
2236,Stationary,Containers,Indianapolis,LL_145849,46203,Central,17/09/2020,Indiana,Terrible,1,5,2,78,0,5
2237,Stationary,Paper,Indianapolis,LL_145849,46203,Central,17/09/2020,Indiana,Friendly,1,5,1,69,36,5
2238,Stationary,Additional Supplies,Provo,LL_122322,84604,West,21/07/2021,Utah,Moderate,1,5,0,67,1,5
2239,Shelves and Couches,Desks and Tables,Chicago,LL_166849,60610,Central,26/04/2022,Illinois,Low,1,5,1,69,13,5
2240,Stationary,Folders,Los Angeles,LL_146633,90049,West,17/11/2021,California,Friendly,1,5,0,70,8,5
2241,Stationary,Folders,Los Angeles,LL_146633,90049,West,17/11/2021,California,Friendly,1,5,0,72,25,5
2242,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_126893,19134,East,1/12/2021,Pennsylvania,Friendly,1,5,0,72,0,5
2243,Stationary,Containers,Pasadena,LL_103380,91104,West,25/11/2022,California,Moderate,1,5,0,62,7,7
2244,Stationary,Paper,Pasadena,LL_103380,91104,West,25/11/2022,California,Friendly,1,5,0,67,3,5
2245,Stationary,Staples,Pasadena,LL_103380,91104,West,25/11/2022,California,Terrible,1,5,0,1,0,5
2246,Stationary,Pens,Pasadena,LL_103380,91104,West,25/11/2022,California,Moderate,1,5,0,1,0,5
2247,Computers and Scanners,Telephones and Intercomms,Pasadena,LL_103380,91104,West,25/11/2022,California,Very Friendly,3,469,3,81,55,4
2248,Stationary,Paper,Los Angeles,LL_116092,90004,West,18/02/2020,California,Very Friendly,40,108,3,82,51,22
2249,Stationary,Folders,Los Angeles,LL_116092,90004,West,18/02/2020,California,Terrible,1,5,1,77,43,5
2250,Stationary,Folders,Los Angeles,LL_116092,90004,West,18/02/2020,California,Terrible,1,5,2,76,40,5
2251,Stationary,Pens,Los Angeles,LL_116092,90004,West,18/02/2020,California,Terrible,1,5,2,78,0,5
2252,Stationary,Paper,Los Angeles,LL_116092,90004,West,18/02/2020,California,Friendly,1,5,1,69,38,5
2253,Stationary,Paper,San Diego,LL_117849,92105,West,17/04/2021,California,Moderate,1,5,0,68,5,5
2254,Stationary,Pens,San Francisco,LL_169201,94110,West,1/10/2020,California,Low,1,5,1,69,13,5
2255,Stationary,Pens,San Francisco,LL_169201,94110,West,1/10/2020,California,Friendly,1,5,0,71,28,5
2256,Computers and Scanners,Telephones and Intercomms,Bangor,LL_164091,4401,East,22/09/2021,Maine,Friendly,1,5,0,72,0,5
2257,Shelves and Couches,Desks and Tables,Bangor,LL_164091,4401,East,22/09/2021,Maine,Friendly,1,5,0,72,26,5
2258,Shelves and Couches,Desk Chairs,San Francisco,LL_105214,94122,West,19/06/2022,California,Moderate,1,5,0,62,11,7
2259,Stationary,Paper,San Francisco,LL_105214,94122,West,19/06/2022,California,Friendly,1,5,0,67,5,5
2260,Stationary,Staples,San Diego,LL_117611,92024,West,10/11/2020,California,Moderate,1,5,0,1,0,5
2261,Computers and Scanners,Scanners,San Diego,LL_117611,92024,West,10/11/2020,California,Very Friendly,37,512,3,82,50,22
2262,Computers and Scanners,Scanners,New York City,LL_137960,10035,East,18/12/2020,New York,Very Friendly,3,287,3,81,54,4
2263,Shelves and Couches,Book Shelf,Arlington,LL_122994,22204,South,9/02/2022,Virginia,Terrible,1,5,2,76,41,5
2264,Computers and Scanners,Scanners,Atlanta,LL_131065,30318,South,16/11/2021,Georgia,Terrible,1,5,2,76,45,5
2265,Stationary,Paper,Atlanta,LL_131065,30318,South,16/11/2021,Georgia,Terrible,1,5,2,78,0,5
2266,Stationary,Folders,Atlanta,LL_131065,30318,South,16/11/2021,Georgia,Terrible,1,5,0,1,0,5
2267,Stationary,Paper,Monroe,LL_149146,28110,South,12/10/2022,North Carolina,Friendly,1,5,1,69,41,5
2268,Stationary,Paper,Seattle,LL_137470,98115,West,17/09/2022,Washington,Moderate,1,5,0,68,6,5
2269,Stationary,Paper,Rochester,LL_105480,14609,East,26/12/2022,New York,Low,1,5,1,69,14,5
2270,Stationary,Folders,Rochester,LL_105480,14609,East,26/12/2022,New York,Friendly,1,5,0,71,36,5
2271,Stationary,Paper,Miami,LL_164917,33180,South,7/12/2022,Florida,Friendly,1,5,1,72,26,5
2272,Stationary,Containers,Seattle,LL_102036,98105,West,27/09/2020,Washington,Friendly,1,5,0,73,0,5
2273,Shelves and Couches,Desks and Tables,San Francisco,LL_142944,94122,West,11/03/2020,California,Moderate,1,5,0,62,14,7
2274,Computers and Scanners,Photocopy Machines,San Francisco,LL_142944,94122,West,11/03/2020,California,Friendly,1,5,0,67,11,5
2275,Shelves and Couches,Counters,Los Angeles,LL_157882,90036,West,8/10/2019,California,Terrible,1,5,0,1,0,5
2276,Shelves and Couches,Desk Chairs,Los Angeles,LL_157882,90036,West,8/10/2019,California,Moderate,1,5,0,1,0,5
2277,Stationary,Containers,Southaven,LL_104283,38671,South,1/07/2019,Mississippi,Very Friendly,1,167,3,81,55,4
2278,Shelves and Couches,Counters,Southaven,LL_104283,38671,South,1/07/2019,Mississippi,Very Friendly,1,888,3,82,53,22
2279,Computers and Scanners,Scanners,Southaven,LL_104283,38671,South,1/07/2019,Mississippi,Terrible,1,5,2,76,46,5
2280,Shelves and Couches,Desk Chairs,Seattle,LL_142622,98115,West,2/11/2022,Washington,Terrible,1,5,2,76,41,5
2281,Shelves and Couches,Desk Chairs,Seattle,LL_142622,98115,West,2/11/2022,Washington,Terrible,1,5,2,79,0,5
2282,Shelves and Couches,Book Shelf,Seattle,LL_142622,98115,West,2/11/2022,Washington,Friendly,1,5,1,70,42,5
2283,Stationary,Paper,Middletown,LL_132143,6457,East,5/09/2021,Connecticut,Moderate,1,5,0,68,7,5
2284,Computers and Scanners,Telephones and Intercomms,New Castle,LL_153108,47362,Central,9/03/2020,Indiana,Low,1,5,1,69,14,5
2285,Stationary,Pens,New Castle,LL_153108,47362,Central,9/03/2020,Indiana,Friendly,1,5,0,71,32,5
2286,Stationary,Paper,Murfreesboro,LL_112676,37130,South,8/05/2021,Tennessee,Friendly,1,5,1,72,27,5
2287,Stationary,Pens,Salem,LL_165687,24153,South,23/11/2022,Virginia,Friendly,1,5,0,73,0,5
2288,Stationary,Pens,Toledo,LL_112928,43615,East,5/06/2022,Ohio,Moderate,1,5,0,62,17,7
2289,Stationary,Paper,Los Angeles,LL_143343,90032,West,13/06/2022,California,Friendly,1,5,0,68,26,5
2290,Shelves and Couches,Counters,Seattle,LL_115154,98115,West,11/01/2022,Washington,Terrible,1,5,0,1,0,5
2291,Computers and Scanners,Telephones and Intercomms,Columbus,LL_149342,31907,South,25/04/2020,Georgia,Moderate,1,5,0,1,0,5
2292,Shelves and Couches,Desks and Tables,Columbus,LL_149342,31907,South,25/04/2020,Georgia,Very Friendly,1,566,4,81,55,4
2293,Stationary,Paper,Columbus,LL_149342,31907,South,25/04/2020,Georgia,Very Friendly,1,681,3,82,53,23
2294,Computers and Scanners,Telephones and Intercomms,New York City,LL_130995,10009,East,6/11/2020,New York,Terrible,1,5,2,76,46,5
2295,Shelves and Couches,Desks and Tables,Middletown,LL_127929,6457,East,27/12/2022,Connecticut,Terrible,1,5,2,76,42,5
